"Name","Team","IP","RE24","ERA","ERA-","tERA","FIP","xFIP","xFIP-","SIERA","FIP-","playerid"
"Ryan Cook","Athletics","50.0","3.46","3.42","92","3.60","3.35","3.64","96","3.35","90","8855"
"Anibal Sanchez","Tigers","126.0","12.20","3.43","89","3.02","2.71","3.56","94","3.64","71","3284"
"Rick Porcello","Tigers","204.2","10.42","3.43","89","4.34","3.67","3.68","97","3.88","97","2717"
"Alfredo Simon","Reds","196.1","3.61","3.44","92","4.96","4.33","4.05","110","4.17","114","2155"
"Jesse Chavez","Athletics","146.0","3.83","3.45","93","4.30","3.89","3.67","97","3.64","104","5448"
"Josh Collmenter","Diamondbacks","179.1","9.85","3.46","91","4.50","3.87","4.07","110","4.18","105","7312"
"Jason Hammel","- - -","176.1","5.71","3.47","94","4.33","3.92","3.57","96","3.50","105","4538"
"Vin Mazzaro","Pirates","10.1","0.99","3.48","99","5.72","6.04","5.07","138","4.56","168","5231"
"Brian Matusz","Orioles","51.2","-1.55","3.48","89","3.59","4.00","4.06","107","3.27","102","2646"
"Brad Ziegler","Diamondbacks","67.0","0.07","3.49","92","4.04","3.70","3.41","92","3.00","100","7293"
"Tim Stauffer","Padres","64.1","-2.43","3.50","101","3.95","3.02","3.25","88","3.09","83","6432"
"Yovani Gallardo","Brewers","192.1","-1.58","3.51","93","4.51","3.94","3.64","98","3.78","102","8173"
"Hisashi Iwakuma","Mariners","179.0","4.86","3.52","96","3.56","3.25","2.85","75","2.94","88","13048"
"Phil Hughes","Twins","209.2","20.89","3.52","91","3.25","2.65","3.18","84","3.17","70","7450"
"Wily Peralta","Brewers","198.2","2.09","3.53","93","4.50","4.11","3.64","99","3.73","107","7738"
"Wei-Yin Chen","Orioles","185.2","3.06","3.54","90","4.43","3.89","3.75","99","3.85","99","13071"
"Kyle Lohse","Brewers","198.1","-0.03","3.54","93","4.29","3.95","4.05","110","4.04","103","739"
"David Carpenter","Braves","61.0","-1.72","3.54","98","3.53","2.94","3.19","86","2.72","81","3959"
"Zack Wheeler","Mets","185.1","-7.52","3.54","103","3.53","3.55","3.49","95","3.54","96","10310"
"Scott Kazmir","Athletics","190.1","8.46","3.55","95","3.41","3.35","3.59","95","3.61","90","4897"
"Tim Hudson","Giants","189.1","-0.14","3.57","105","3.77","3.54","3.57","97","3.66","102","921"
"Aaron Harang","Braves","204.1","-7.18","3.57","99","4.12","3.57","4.03","109","4.18","99","1451"
"Blaine Boyer","Padres","40.1","-0.89","3.57","103","3.17","2.93","3.64","99","3.45","80","2237"
"Joba Chamberlain","Tigers","63.0","2.80","3.57","92","3.94","3.16","3.35","88","3.13","83","2692"
"Gio Gonzalez","Nationals","158.2","2.16","3.57","97","3.17","3.03","3.39","92","3.43","83","7448"
"Kevin Gausman","Orioles","113.1","2.69","3.57","91","4.17","3.41","3.93","104","4.11","87","14107"
"Zeke Spruill","Diamondbacks","22.2","-0.07","3.57","94","3.35","2.56","3.65","99","3.52","69","3873"
"Jered Weaver","Angels","213.1","10.31","3.59","99","4.04","4.19","4.30","113","4.18","115","4235"
"Nick Vincent","Padres","55.0","5.78","3.60","104","2.95","2.77","2.91","79","2.36","76","7555"
"Adam Ottavino","Rockies","65.0","7.93","3.60","84","3.87","3.10","3.06","83","2.61","78","1247"
"Charlie Furbush","Mariners","42.1","5.20","3.61","98","3.43","2.80","2.83","75","2.31","76","1370"
"Ian Kennedy","Padres","201.0","-4.69","3.63","104","3.54","3.21","3.44","93","3.47","88","6986"
"Matt Garza","Brewers","163.1","-2.40","3.64","96","4.05","3.54","3.88","105","4.02","92","3340"
"Bud Norris","Orioles","165.1","4.79","3.65","93","4.68","4.22","3.98","105","3.86","107","9492"
"Glen Perkins","Twins","61.2","2.36","3.65","95","3.54","3.10","3.11","82","2.62","82","8041"
"Marcus Stroman","Blue Jays","130.2","9.56","3.65","94","3.09","2.84","3.17","84","3.18","74","13431"
"Jenrry Mejia","Mets","93.2","-6.26","3.65","106","3.82","3.73","3.55","96","3.39","101","8476"
"Cliff Lee","Phillies","81.1","-4.15","3.65","99","3.51","2.96","3.01","81","3.19","78","1636"
"Gerrit Cole","Pirates","138.0","1.25","3.65","104","3.30","3.23","3.25","88","3.23","90","13125"
"Chris Young","Mariners","165.0","-1.76","3.65","99","4.72","5.02","5.19","137","5.24","136","3196"
"Yusmeiro Petit","Giants","117.0","4.34","3.69","109","2.75","2.78","2.84","77","2.51","80","4020"
"Jarred Cosart","- - -","180.1","4.28","3.69","97","4.12","3.77","4.15","110","4.36","100","10304"
"Juan Oviedo","Rays","31.2","-3.06","3.69","100","3.45","4.52","5.32","140","4.46","122","2886"
"Mike Leake","Reds","214.1","-2.89","3.70","99","4.41","3.88","3.49","95","3.51","102","10130"
"Will Smith","Brewers","65.2","0.49","3.70","98","3.89","3.25","3.08","83","2.79","85","8048"
"Cesar Ramos","Rays","82.2","-2.66","3.70","100","4.26","4.25","4.36","115","4.26","114","3357"
"Brandon Gomes","Rays","34.0","-1.04","3.71","101","4.87","4.60","4.40","116","4.09","124","2267"
"Jason Vargas","Royals","187.0","7.45","3.71","96","4.51","3.84","4.05","107","4.14","102","8044"
"Homer Bailey","Reds","145.2","2.61","3.71","99","4.42","3.93","3.53","95","3.60","103","8362"
"Hiroki Kuroda","Yankees","199.0","-1.36","3.71","96","4.06","3.60","3.54","93","3.64","92","3283"
"R.A. Dickey","Blue Jays","215.2","-5.41","3.71","96","4.65","4.32","4.14","109","4.08","112","1245"
"Charlie Morton","Pirates","157.1","-6.95","3.72","106","4.14","3.72","3.78","102","3.73","103","4676"
"Sergio Romo","Giants","58.0","4.96","3.72","110","3.55","3.94","3.40","92","2.70","114","9817"
"Jake Peavy","- - -","202.2","2.75","3.73","97","4.30","4.11","4.18","111","4.11","113","1051"
"Shelby Miller","Cardinals","183.0","0.34","3.74","104","4.62","4.54","4.47","121","4.60","125","10197"
"Scott Feldman","Astros","180.1","3.21","3.74","98","4.82","4.11","4.19","111","4.33","107","6283"
"Hector Santiago","Angels","127.1","-3.55","3.75","103","4.09","4.29","4.57","120","4.38","117","4026"
"David Buchanan","Phillies","117.2","-6.69","3.75","102","4.53","4.27","4.14","112","4.21","113","11176"
"Kirby Yates","Rays","36.0","0.55","3.75","102","3.95","3.74","3.78","100","3.07","101","9073"
"Shane Greene","Yankees","78.2","-2.65","3.78","97","4.26","3.73","3.40","90","3.41","95","10756"
"Justin Grimm","Cubs","69.0","-6.27","3.78","103","3.04","3.20","3.63","98","3.18","86","11720"
"Jake Diekman","Phillies","71.0","-4.00","3.80","104","3.45","2.65","2.83","76","2.64","70","5003"
"Tom Koehler","Marlins","191.1","3.85","3.81","104","3.92","3.84","4.15","113","4.16","107","6570"
"Sam LeCure","Reds","56.2","-4.75","3.81","102","4.91","4.24","4.13","112","3.83","111","4664"
"John Lackey","- - -","198.0","-4.49","3.82","99","4.34","3.78","3.48","93","3.64","103","1507"
"Ryan Webb","Orioles","49.1","0.17","3.83","98","3.70","2.95","3.53","93","3.34","75","7474"
"Craig Stammen","Nationals","72.2","-0.38","3.84","104","3.94","3.19","3.40","92","3.16","87","7274"
"Roenis Elias","Mariners","163.2","-6.83","3.85","105","4.22","4.03","3.95","104","3.96","109","12673"
"Josh Lindblom","Athletics","4.2","-0.02","3.86","104","7.24","6.99","7.12","187","6.92","187","7882"
"Andrew Chafin","Diamondbacks","14.0","0.43","3.86","101","4.03","3.63","4.60","125","4.83","98","12988"
"Matt Guerrier","Twins","28.0","0.21","3.86","100","4.30","3.92","5.22","137","4.97","103","2061"
"Pat McCoy","Tigers","14.0","-1.52","3.86","100","4.19","4.35","5.23","138","5.04","114","6605"
"Mark Lowe","Indians","7.0","-5.16","3.86","101","6.34","7.70","6.64","175","5.52","203","7416"
"Kendall Graveman","Blue Jays","4.2","1.50","3.86","99","2.94","1.42","1.68","45","1.08","37","15514"
"Tim Collins","Royals","21.0","-0.17","3.86","100","4.55","4.80","5.09","134","4.60","128","3164"
"Paco Rodriguez","Dodgers","14.0","3.04","3.86","110","4.21","2.92","2.61","70","2.57","79","13398"
"Xavier Cedeno","Nationals","7.0","-0.69","3.86","105","5.83","3.56","2.94","79","3.11","97","36"
"Joe Thatcher","- - -","30.1","1.26","3.86","104","4.06","3.43","3.81","103","3.16","93","4620"
"Phil Coke","Tigers","58.0","-2.61","3.88","100","4.60","3.98","3.79","100","3.55","104","5535"
"Daisuke Matsuzaka","Mets","83.1","-2.99","3.89","113","4.20","4.21","4.54","123","4.39","114","7775"
"Edward Mujica","Red Sox","60.0","0.08","3.90","97","4.30","3.70","3.82","101","3.62","100","3970"
"Jeff Locke","Pirates","131.1","-3.99","3.91","111","4.59","4.37","3.90","106","4.07","121","2929"
"Antonio Bastardo","Phillies","64.0","-6.76","3.94","107","2.91","3.10","3.81","103","3.17","82","8844"
"Casey Janssen","Blue Jays","45.2","-1.43","3.94","101","4.63","4.14","4.22","111","3.94","108","7355"
"Chris Bassitt","White Sox","29.2","1.49","3.94","102","4.43","3.33","4.67","123","4.68","85","12304"
"Wade LeBlanc","- - -","29.2","2.73","3.94","108","4.06","3.50","3.96","104","3.81","95","5221"
"Ervin Santana","Braves","196.0","-8.55","3.95","109","4.14","3.39","3.47","94","3.63","94","3200"
"John Axford","- - -","54.2","-2.66","3.95","106","4.00","4.34","3.93","104","3.73","115","9059"
"Juan Gutierrez","Giants","63.2","-2.77","3.96","117","3.87","4.03","4.29","116","3.89","116","3265"
"Casey Fien","Twins","63.1","4.03","3.98","103","3.39","3.43","3.87","102","3.43","91","3926"
"Carter Capps","Marlins","20.1","-0.92","3.98","109","2.68","2.35","3.10","84","2.38","65","12803"
"Daniel Webb","White Sox","67.2","-1.21","3.99","103","4.67","4.52","4.45","117","4.32","115","10558"
"Ryan Vogelsong","Giants","184.2","-6.95","4.00","118","4.27","3.85","3.96","107","3.98","111","1011"
"Dillon Gee","Mets","137.1","-1.70","4.00","116","4.38","4.52","4.22","114","4.30","122","7396"
"Pedro Figueroa","Rangers","9.0","-3.02","4.00","99","6.07","5.58","5.51","145","4.74","143","6616"
"Matt Barnes","Red Sox","9.0","0.21","4.00","100","3.87","3.47","3.94","104","3.44","93","12863"
"Jason Grilli","- - -","54.0","-1.97","4.00","112","3.85","3.37","3.83","102","3.28","93","521"
"Ross Detwiler","Nationals","63.0","-6.47","4.00","109","4.54","4.16","4.47","121","4.13","114","2859"
"Chase Anderson","Diamondbacks","114.1","1.46","4.01","105","5.19","4.22","3.67","99","3.78","114","6895"
"Dan Haren","Dodgers","186.0","-16.12","4.02","115","4.08","4.09","3.70","100","3.74","112","1757"
"Carlos Martinez","Cardinals","89.1","1.74","4.03","112","3.59","3.18","3.54","96","3.45","87","11682"
"Brandon McCarthy","- - -","200.0","-8.33","4.05","106","4.36","3.55","2.87","77","3.00","94","4662"
"Tyler Matzek","Rockies","117.2","10.04","4.05","94","4.85","3.78","3.92","106","4.08","95","10058"
"Rafael Montero","Mets","44.1","-4.98","4.06","118","5.15","5.14","4.33","117","4.32","139","12760"
"Bronson Arroyo","Diamondbacks","86.0","-0.18","4.08","107","4.90","4.32","3.88","105","4.04","117","978"
"Bartolo Colon","Mets","202.1","-14.59","4.09","119","3.85","3.57","3.68","100","3.75","97","375"
"Roberto Hernandez","- - -","164.2","-14.47","4.10","113","5.24","4.85","4.52","123","4.67","130","3273"
"Jorge de la Rosa","Rockies","184.1","13.03","4.10","95","5.28","4.34","3.95","107","4.05","109","2047"
"Aaron Crow","Royals","59.0","-5.37","4.12","107","5.85","5.40","4.65","122","4.56","144","10149"
"Jaime Garcia","Cardinals","43.2","-0.62","4.12","115","4.11","3.82","2.94","79","2.85","105","8137"
"Jake Odorizzi","Rays","168.0","-5.24","4.13","112","3.86","3.75","3.90","103","3.66","101","6397"
"Jeremy Guthrie","Royals","202.2","-8.54","4.13","107","4.65","4.32","4.33","114","4.34","115","2072"
"Marco Gonzales","Cardinals","34.2","-0.12","4.15","116","4.91","4.75","4.75","129","4.64","130","15467"
"Matt Harrison","Rangers","17.1","-1.90","4.15","102","6.24","4.98","5.37","141","5.61","128","5551"
"Brian Schlitter","Cubs","56.1","-4.95","4.15","113","4.22","3.61","3.92","106","3.66","97","3599"
"Ben Rowen","Rangers","8.2","0.48","4.15","102","4.23","2.90","3.47","92","3.40","75","10983"
"Daniel Coulombe","Dodgers","4.1","-3.76","4.15","118","6.97","5.67","3.81","103","3.75","155","13293"
"Dustin McGowan","Blue Jays","82.0","0.50","4.17","107","4.61","5.02","4.74","125","4.36","130","8600"
"Francisley Bueno","Royals","32.1","-1.84","4.18","108","4.10","3.84","4.20","111","3.91","103","5980"
"Evan Reed","Tigers","32.1","-3.16","4.18","108","4.20","3.72","3.87","102","3.42","98","1349"
"Trevor Bauer","Indians","153.0","-10.16","4.18","110","4.56","4.01","4.14","109","3.95","106","12703"
"Matt Cain","Giants","90.1","-8.33","4.18","124","4.44","4.58","4.01","109","4.11","133","4732"
"Tommy Kahnle","Rockies","68.2","3.18","4.19","98","4.76","4.02","3.90","106","3.64","101","11384"
"Tommy Milone","- - -","118.0","-7.42","4.19","112","4.90","4.69","4.56","120","4.57","125","7608"
"Justin Wilson","Pirates","60.0","6.04","4.20","119","3.13","3.62","3.88","105","3.52","100","4301"
"Joe Kelly","- - -","96.1","-6.21","4.20","109","5.09","4.37","4.19","111","4.29","118","9761"
"J.A. Happ","Blue Jays","158.0","-8.11","4.22","109","4.57","4.27","3.95","104","3.94","111","7410"
"Ian Thomas","Braves","10.2","1.67","4.22","117","2.81","2.38","3.54","96","3.36","66","13881"
"Tyler Thornburg","Brewers","29.2","-3.05","4.25","112","4.01","3.81","4.87","132","4.60","99","10688"
"Addison Reed","Diamondbacks","59.1","-5.75","4.25","111","4.64","4.03","3.26","88","2.68","109","10586"
"Danny Salazar","Indians","110.0","-5.49","4.25","112","3.97","3.52","3.45","91","3.33","93","5867"
"Chris Perez","Dodgers","46.1","-1.79","4.27","122","5.08","5.07","4.89","133","4.29","139","5213"
"Pedro Villarreal","Reds","14.2","2.78","4.30","115","5.13","4.02","4.48","122","4.12","105","9904"
"Eric Stults","Padres","176.0","-19.92","4.30","124","4.84","4.63","4.17","113","4.33","127","8011"
"Tyler Skaggs","Angels","113.0","-5.47","4.30","119","3.57","3.55","3.65","96","3.74","97","10190"
"Jon Edwards","Rangers","8.1","-2.07","4.32","106","4.91","3.13","4.17","110","3.81","81","1483"
"Neal Cotts","Rangers","66.2","5.10","4.32","106","4.49","3.58","3.86","102","3.41","92","1797"
"Jordan Lyles","Rockies","126.2","6.20","4.33","101","5.82","4.22","3.98","108","4.10","106","7593"
"Wade Miley","Diamondbacks","201.1","-6.23","4.34","114","4.64","3.98","3.50","95","3.67","108","8779"
"Daniel Corcino","Reds","18.2","-2.39","4.34","116","5.14","4.69","4.95","134","4.81","123","9266"
"Will Harris","Diamondbacks","29.0","-1.09","4.34","114","4.03","3.20","3.09","84","2.53","86","3192"
"Chris Capuano","- - -","97.1","-9.35","4.35","111","5.00","3.91","3.89","103","3.86","102","1701"
"Kyle Lobstein","Tigers","39.1","1.64","4.35","112","3.83","3.82","4.27","113","4.35","100","9178"
"Jamey Wright","Dodgers","70.1","-5.59","4.35","124","3.75","3.47","3.80","103","3.53","95","715"
"Nick Tepesch","Rangers","126.0","-3.98","4.36","107","6.29","5.01","4.90","129","5.15","128","11716"
"Jared Burton","Twins","64.0","2.17","4.36","113","4.46","4.23","4.55","120","4.16","111","8346"
"Marco Estrada","Brewers","150.2","-8.33","4.36","115","4.89","4.88","4.19","114","3.90","127","1118"
"Nathan Eovaldi","Marlins","199.2","-17.01","4.37","119","3.99","3.37","3.78","102","3.91","94","9132"
"Brad Hand","Marlins","111.0","-2.57","4.38","120","4.39","4.20","4.28","116","4.43","118","9111"
"David Phelps","Yankees","113.0","-9.78","4.38","113","5.21","4.41","4.22","111","4.21","112","6316"
"Martin Perez","Rangers","51.1","3.99","4.38","108","4.76","3.70","3.83","101","4.10","95","6902"
"Brett Oberholtzer","Astros","143.2","-8.44","4.39","114","3.85","3.56","4.25","112","4.27","93","3855"
"Kyle Farnsworth","- - -","28.2","-1.90","4.40","120","5.99","4.35","4.70","126","4.79","116","278"
"Mario Hollands","Phillies","47.0","-6.20","4.40","120","4.29","3.88","4.10","111","3.97","103","10504"
"Joel Peralta","Rays","63.1","2.48","4.41","120","3.34","3.40","3.11","82","2.54","92","2332"
"Tyler Lyons","Cardinals","36.2","-6.87","4.42","123","3.44","3.65","3.65","99","3.32","100","11334"
"Rubby de la Rosa","Red Sox","101.2","-2.84","4.43","110","5.12","4.30","4.03","106","4.21","116","3862"
"Josh Fields","Astros","54.2","-3.58","4.45","116","2.29","2.09","3.15","83","2.47","55","5070"
"Kyle Gibson","Twins","179.1","1.67","4.47","116","4.09","3.80","3.99","105","4.18","100","10123"
"Samuel Deduno","- - -","100.2","-4.27","4.47","116","4.77","4.31","4.12","109","3.89","114","5285"
"Drew Hutchison","Blue Jays","184.2","-3.92","4.48","115","3.93","3.85","3.82","101","3.59","100","10732"
"Danny Worth","Tigers","2.0","0.03","4.50","116","2.64","1.13","2.37","63","2.37","30","198"
"Blake Beavan","Mariners","4.0","0.00","4.50","122","9.88","9.13","4.80","126","5.31","246","338"
"Hector Ambriz","Padres","2.0","-1.31","4.50","129","9.17","5.13","6.37","173","7.16","141","559"
"Nate Adcock","Rangers","10.0","-1.83","4.50","111","9.02","6.03","4.30","113","3.86","154","3282"
"Ethan Martin","Phillies","4.0","-0.31","4.50","122","6.42","6.63","5.55","151","5.27","177","3877"
"Tyler Chatwood","Rockies","24.0","-1.23","4.50","105","7.53","4.88","3.64","99","3.77","123","4338"
"Edwin Escobar","Red Sox","2.0","-0.03","4.50","112","0.69","2.63","5.10","134","3.32","71","10337"
"Heath Hembree","Red Sox","10.0","-0.76","4.50","112","5.32","4.73","5.41","142","5.15","127","11632"
"Nate Karns","Rays","12.0","0.22","4.50","122","5.04","5.72","3.80","100","3.24","154","12638"
"C.C. Lee","Indians","28.0","-1.00","4.50","118","4.75","4.28","4.21","111","3.69","113","5177"
"Jose Veras","- - -","46.0","-9.03","4.50","120","4.97","4.61","4.02","107","3.71","122","2063"
"Randy Choate","Cardinals","36.0","4.24","4.50","125","3.50","3.58","3.58","97","3.00","98","813"
"C.J. Wilson","Angels","175.2","-17.55","4.51","124","4.69","4.31","4.11","108","4.23","118","3580"
"Jeremy Hellickson","Rays","63.2","-4.55","4.52","123","4.52","4.15","4.13","109","4.04","112","4371"
"Shawn Kelley","Yankees","51.2","1.30","4.53","117","3.49","3.02","3.10","82","2.60","77","7773"
"Justin Verlander","Tigers","206.0","-9.29","4.54","117","3.97","3.74","4.19","111","4.17","98","8700"
"Tony Cingrani","Reds","63.1","-6.89","4.55","121","5.73","5.37","4.45","121","4.37","141","12555"
"Nick Martinez","Rangers","140.1","-13.72","4.55","112","5.38","4.94","5.24","138","5.22","127","12730"
"Vidal Nuno","- - -","161.2","-12.87","4.56","119","4.73","4.51","4.11","110","3.99","118","9674"
"Nicholas Tropeano","Astros","21.2","-3.09","4.57","119","2.92","3.32","5.09","134","4.99","86","12385"
"Luis Avilan","Braves","43.1","-2.35","4.57","127","4.52","4.24","4.55","123","4.30","118","2882"
"Jake Buchanan","Astros","35.1","-4.27","4.58","120","5.85","4.58","3.73","99","3.59","119","10962"
"A.J. Burnett","Phillies","213.2","-28.06","4.59","125","4.58","4.14","3.95","107","4.00","110","512"
"Maikel Cleto","White Sox","29.1","-3.44","4.60","119","4.42","4.94","5.04","133","4.44","126","5529"
"Anthony Swarzak","Twins","86.0","-12.17","4.60","119","4.08","3.77","4.57","120","4.47","99","7466"
"Kyle Kendrick","Phillies","199.0","-18.29","4.61","126","4.98","4.57","4.35","118","4.45","122","6230"
"Evan Scribner","Athletics","11.2","-0.28","4.63","125","6.09","5.96","3.20","85","2.56","159","7525"
"Carlos Villanueva","Cubs","77.2","-12.47","4.64","127","3.33","3.13","3.61","98","3.28","84","4138"
"Kevin Chapman","Astros","21.1","-1.46","4.64","121","4.43","4.73","4.23","112","3.99","123","11240"
"Brandon Maurer","Mariners","69.2","-14.85","4.65","127","3.35","3.49","4.06","107","3.82","95","4878"
"Eric Fornataro","Cardinals","9.2","-1.96","4.66","130","2.35","3.13","4.92","134","4.42","86","7042"
"Brian Wilson","Dodgers","48.1","-6.96","4.66","133","4.58","4.29","4.25","115","3.76","117","6485"
"Manny Parra","Reds","36.2","-9.92","4.66","125","4.97","4.25","3.74","101","3.66","112","4279"
"Jason Motte","Cardinals","25.0","-7.47","4.68","130","6.87","6.49","4.58","124","4.25","179","5861"
"Brad Peacock","Astros","131.2","-16.89","4.72","123","5.24","4.99","4.56","120","4.45","130","5401"
"Rob Wooten","Brewers","34.1","-2.24","4.72","124","3.16","2.61","3.27","89","2.98","68","8532"
"Kris Johnson","Twins","13.1","-0.18","4.73","123","7.57","5.31","4.19","111","4.75","140","886"
"Michael Tonkin","Twins","19.0","-2.57","4.74","123","5.12","4.08","3.95","104","3.56","107","10315"
"John Danks","White Sox","193.2","-11.40","4.74","122","5.04","4.76","4.62","122","4.64","122","6329"
"Tim Lincecum","Giants","155.2","-18.91","4.74","140","4.64","4.31","3.81","103","3.95","125","5705"
"Gonzalez Germen","Mets","30.1","-3.77","4.75","137","5.42","5.57","4.12","112","3.58","151","5876"
"Donn Roach","Padres","30.1","-4.31","4.75","137","4.61","4.75","4.66","127","4.09","130","10620"
"Nick Greenwood","Cardinals","36.0","-0.04","4.75","132","4.70","4.49","3.65","99","3.32","123","8182"
"Hector Noesi","- - -","172.1","-13.31","4.75","122","5.35","4.83","4.29","113","4.34","123","3292"
"Erik Bedard","Rays","75.2","-13.46","4.76","129","4.44","4.39","4.48","118","4.30","118","126"
"Josh Tomlin","Indians","104.0","-19.40","4.76","125","4.98","4.01","3.16","83","3.28","106","9388"
"Pedro Hernandez","Rockies","5.2","-0.70","4.76","111","4.09","4.01","5.11","139","4.85","101","4578"
"Billy Buckner","Padres","5.2","-1.27","4.76","137","6.65","6.13","4.71","128","5.11","168","8253"
"Mike Minor","Braves","145.1","-15.53","4.77","132","5.04","4.39","3.90","106","3.95","122","10021"
"Jerome Williams","- - -","115.0","-12.82","4.77","125","4.92","4.16","4.09","109","4.03","109","1137"
"Rob Scahill","Rockies","15.0","-1.81","4.80","112","7.97","6.27","5.07","138","4.71","158","9286"
"David Holmberg","Reds","30.0","-4.31","4.80","128","7.97","7.60","5.86","159","5.32","200","7725"
"Scott Carroll","White Sox","129.1","-13.95","4.80","124","5.31","4.77","4.58","121","4.54","122","888"
"Anthony Ranaudo","Red Sox","39.1","-3.65","4.81","120","6.59","6.89","5.79","152","5.93","185","11424"
"Eric Surkamp","White Sox","24.1","-0.13","4.81","124","5.28","4.82","4.59","121","4.30","123","2540"
"Joe Nathan","Tigers","58.0","-5.32","4.81","124","4.51","3.94","4.14","109","3.88","104","1122"
"Ubaldo Jimenez","Orioles","125.1","-11.08","4.81","123","5.29","4.67","4.48","118","4.61","119","3374"
"Paul Maholm","Dodgers","70.2","-10.15","4.84","138","5.22","4.96","4.57","124","4.61","136","8678"
"Kyuji Fujikawa","Cubs","13.0","-4.26","4.85","132","4.66","4.36","3.60","97","2.96","118","14443"
"Jerry Blevins","Nationals","57.1","1.68","4.87","132","3.42","2.77","3.25","88","2.93","76","7841"
"Randall Delgado","Diamondbacks","77.2","-8.10","4.87","128","3.80","3.39","3.85","104","3.38","92","5985"
"Matt Belisle","Rockies","64.2","-3.62","4.87","113","5.55","3.74","3.92","106","3.85","94","1837"
"J.J. Hoover","Reds","62.2","-11.57","4.88","130","4.83","4.97","3.99","108","3.34","130","9037"
"Brandon Cumpton","Pirates","70.0","-7.85","4.89","139","4.42","3.22","3.98","108","4.07","89","11366"
"Grant Balfour","Rays","62.1","-4.47","4.91","133","4.14","3.95","4.49","118","4.41","106","718"
"Steve Delabar","Blue Jays","25.2","1.85","4.91","126","6.55","5.59","5.51","145","5.09","145","11827"
"Ryan Rowland-Smith","Diamondbacks","7.1","-1.21","4.91","129","3.86","2.31","3.66","99","3.36","62","3245"
"Drew Rucinski","Angels","7.1","-1.19","4.91","135","2.44","2.18","3.53","93","2.89","60","12499"
"Jorge De Leon","Astros","7.1","-2.58","4.91","128","8.14","6.81","5.12","135","4.92","177","5397"
"Jimmy Nelson","Brewers","69.1","-10.06","4.93","130","4.17","3.78","3.92","106","3.76","98","10547"
"Ian Krol","Tigers","32.2","-13.11","4.96","128","6.64","5.18","4.08","108","3.80","136","10066"
"Scott Downs","- - -","38.0","0.36","4.97","128","3.78","4.08","4.37","115","4.15","106","773"
"Robbie Erlin","Padres","61.1","-6.92","4.99","144","4.63","3.69","3.68","100","3.91","101","10354"
"Lucas Luetge","Mariners","9.0","-1.07","5.00","136","7.99","7.58","4.62","122","4.46","205","8337"
"Matt Daley","Yankees","14.1","-4.68","5.02","130","6.55","6.83","5.53","146","4.96","174","7952"
"Travis Wood","Cubs","173.2","-32.91","5.03","137","4.87","4.38","4.51","122","4.41","118","9884"
"Matt Lindstrom","White Sox","34.0","-12.32","5.03","130","4.94","4.37","4.49","118","4.28","112","4604"
"Allen Webster","Red Sox","59.0","-7.78","5.03","126","5.09","4.35","4.97","131","4.96","117","3993"
"Chris Heston","Giants","5.1","-0.14","5.06","150","5.27","3.32","4.01","109","4.50","96","10302"
"Yohan Pino","Twins","60.1","-5.48","5.07","131","4.46","3.94","4.08","108","4.01","104","6955"
"Justin Miller","Tigers","12.1","-4.14","5.11","132","4.78","4.92","4.81","127","4.63","129","8580"
"Blake Parker","Cubs","21.0","-3.65","5.14","140","3.59","3.28","3.12","85","2.60","88","5224"
"David Martinez","Astros","7.0","-0.77","5.14","134","4.90","4.13","3.69","97","3.37","107","8893"
"Troy Patton","- - -","14.0","-2.19","5.14","135","3.60","4.20","3.76","100","3.40","110","8368"
"Leonel Campos","Padres","7.0","-1.99","5.14","148","3.90","2.28","3.33","90","3.28","62","12277"
"Brandon Workman","Red Sox","87.0","-17.02","5.17","129","5.15","4.44","4.19","111","4.28","120","11428"
"Colby Lewis","Rangers","170.1","-24.72","5.18","128","5.23","4.46","4.36","115","4.22","114","1259"
"Yohan Flande","Rockies","59.0","0.05","5.19","121","5.35","4.00","3.73","101","3.79","100","5057"
"Preston Guilmet","Orioles","10.1","-2.20","5.23","133","4.71","3.91","2.59","68","2.30","99","7303"
"Zach McAllister","Indians","86.0","-12.27","5.23","138","3.72","3.45","3.84","101","3.86","91","2895"
"Chase Whitley","Yankees","75.2","-9.01","5.23","135","4.56","4.14","3.77","100","3.70","105","10982"
"Stolmy Pimentel","Pirates","32.2","-5.77","5.23","149","4.36","4.45","4.16","113","3.45","124","6415"
"Liam Hendriks","- - -","32.2","-5.28","5.23","135","4.75","3.84","4.16","110","4.02","101","3548"
"Casey Coleman","Royals","12.0","0.21","5.25","136","4.52","3.80","4.52","119","4.20","101","8270"
"Erasmo Ramirez","Mariners","75.1","-14.13","5.26","143","5.26","5.38","4.81","127","4.51","145","10314"
"Randy Wolf","Marlins","25.2","-5.71","5.26","144","5.27","4.38","3.85","104","3.98","122","976"
"CC Sabathia","Yankees","46.0","-12.71","5.28","136","5.27","4.78","3.11","82","3.07","122","404"
"Kevin Slowey","Marlins","37.1","-5.55","5.30","145","4.33","3.78","4.32","117","4.09","105","9918"
"Mike Foltynewicz","Astros","18.2","-1.35","5.30","138","4.66","4.85","4.88","128","4.38","126","10811"
"Clay Buchholz","Red Sox","170.1","-23.03","5.34","133","4.36","4.01","4.04","107","4.02","108","3543"
"Franklin Morales","Rockies","142.1","-11.03","5.37","125","7.42","5.42","4.53","123","4.64","136","5088"
