"Name","Team","IP","RE24","ERA","ERA-","tERA","FIP","xFIP","xFIP-","SIERA","FIP-","playerid"
"Cory Rasmus","Angels","20.2","-1.87","5.23","137","3.06","4.15","4.05","100","3.31","106","2413"
"Christian Friedrich","Rockies","58.1","-5.91","5.25","114","5.59","4.04","4.37","112","4.20","97","7942"
"Jose Urena","Marlins","61.2","-8.41","5.25","134","4.99","4.64","5.22","134","5.29","123","11589"
"Roman Mendez","- - -","13.2","-0.63","5.27","124","6.68","5.55","5.91","147","5.39","136","10307"
"Sean Nolin","Athletics","29.0","-4.59","5.28","135","4.69","5.13","5.53","137","5.47","129","11341"
"Taylor Jordan","Nationals","17.0","-0.33","5.29","135","4.21","2.90","4.29","110","4.44","76","10466"
"James Russell","Cubs","34.0","-7.09","5.29","135","5.16","3.90","4.40","113","4.37","100","4089"
"Brad Hand","Marlins","93.1","-12.13","5.30","136","4.90","4.08","4.26","110","4.31","108","9111"
"J.C. Ramirez","- - -","23.2","-0.98","5.32","134","4.83","4.95","5.17","131","4.72","127","8302"
"Chris Rusin","Rockies","131.2","-17.12","5.33","116","6.03","4.71","4.21","108","4.35","112","9895"
"Brad Mills","Athletics","5.0","-0.36","5.40","138","6.72","6.53","6.59","163","6.12","165","4420"
"Brad Peacock","Astros","5.0","-0.34","5.40","134","5.60","3.73","5.51","136","5.23","91","5401"
"Jorge Lopez","Brewers","10.0","-1.17","5.40","133","3.87","2.93","3.82","98","3.92","73","14527"
"Michael Lorenzen","Reds","113.1","-14.26","5.40","135","6.99","5.40","4.82","124","4.98","134","14843"
"Shaun Marcum","Indians","35.0","-1.83","5.40","135","6.30","5.79","4.35","108","4.10","144","6204"
"Dan Straily","Astros","16.2","-1.59","5.40","134","4.90","4.63","4.85","120","4.67","113","9460"
"Trevor Cahill","- - -","43.1","-10.79","5.40","140","4.27","3.92","3.50","90","3.33","103","6249"
"Tyler Olson","Mariners","13.1","-2.27","5.40","140","6.62","6.36","6.07","151","5.80","162","14741"
"Mayckol Guaipe","Mariners","26.2","-5.16","5.40","140","6.08","5.72","4.61","114","4.23","146","11663"
"Cam Bedrosian","Angels","33.1","-7.34","5.40","142","4.59","4.15","4.45","110","4.12","107","13360"
"Angel Nesbitt","Tigers","21.2","-4.16","5.40","133","5.27","4.70","4.93","122","4.37","116","13415"
"Vinnie Pestano","Angels","11.2","-8.95","5.40","142","5.66","6.56","6.00","149","4.70","169","4782"
"C.C. Lee","Indians","1.2","-0.32","5.40","135","3.46","1.33","2.22","55","2.70","33","5177"
"Caleb Thielbar","Twins","5.0","1.09","5.40","133","0.05","1.13","2.31","57","1.93","28","10078"
"Abel De Los Santos","Nationals","1.2","-0.71","5.40","137","9.45","9.13","3.11","80","2.60","237","12962"
"Dana Eveland","Braves","3.1","-2.89","5.40","140","7.88","7.33","5.21","134","4.79","193","5508"
"Matt Moore","Rays","63.0","-9.87","5.43","140","5.03","4.82","4.81","119","4.67","122","1890"
"Matt Barnes","Red Sox","43.0","-6.56","5.44","129","5.80","5.23","4.39","109","3.93","132","12863"
"Felix Doubront","- - -","75.1","-14.71","5.50","139","4.55","4.45","4.31","107","4.36","111","1478"
"Justin De Fratus","Phillies","80.0","-15.63","5.51","141","4.62","4.28","4.46","115","4.03","108","4955"
"C.J. Riefenhauser","Rays","14.2","-1.11","5.52","143","5.22","6.27","5.93","147","5.51","159","11193"
"Jonathan Gray","Rockies","40.2","-4.37","5.53","120","5.07","3.63","3.84","99","3.88","87","14916"
"Homer Bailey","Reds","11.1","-2.36","5.56","139","7.37","7.10","5.36","138","5.65","177","8362"
"Drew Hutchison","Blue Jays","150.1","-24.79","5.57","136","5.14","4.42","4.21","104","4.09","108","10732"
"Justin Masterson","Red Sox","59.1","-5.73","5.61","133","5.28","4.89","4.72","117","4.36","124","2038"
"Daniel Coulombe","- - -","16.0","-0.90","5.63","148","3.93","3.45","4.55","115","4.54","88","13293"
"Buddy Carlyle","Mets","8.0","-0.06","5.63","153","2.31","2.01","3.67","95","3.39","52","2010"
"Matt Garza","Brewers","148.2","-25.75","5.63","139","5.67","4.94","4.50","116","4.68","122","3340"
"Tanner Scheppers","Rangers","38.1","-4.80","5.63","132","5.95","5.46","5.27","131","4.74","132","10267"
"Marc Rzepczynski","- - -","35.0","-6.44","5.66","148","3.76","3.36","2.75","69","2.49","85","6612"
"Chris Martin","Yankees","20.2","-5.32","5.66","139","5.00","3.67","3.48","86","3.30","88","11847"
"Tony Cingrani","Reds","33.1","-9.63","5.67","142","5.55","4.48","4.60","118","4.38","112","12555"
"Phil Coke","- - -","12.2","-0.13","5.68","145","4.54","4.48","3.47","88","3.28","113","5535"
"Tyler Cravy","Brewers","42.2","-9.79","5.70","141","5.39","4.70","4.88","125","4.77","116","10770"
"Mike Foltynewicz","Braves","86.2","-23.64","5.71","148","5.40","5.05","4.61","119","4.30","133","10811"
"Scott Baker","Dodgers","11.0","-2.09","5.73","153","6.66","7.23","4.64","119","4.43","187","6176"
"A.J. Cole","Nationals","9.1","-6.51","5.79","147","3.87","2.92","3.42","88","3.27","76","11467"
"Matt Cain","Giants","60.2","-11.40","5.79","160","5.76","5.54","4.94","127","4.78","152","4732"
"Ian Krol","Tigers","28.0","-2.59","5.79","142","5.81","5.17","4.68","116","4.42","128","10066"
"John Lamb","Reds","49.2","-8.41","5.80","145","4.50","4.16","3.73","96","3.56","104","8493"
"Odrisamer Despaigne","Padres","125.2","-21.22","5.80","156","5.28","4.77","4.37","112","4.43","124","16017"
"Jerome Williams","Phillies","121.0","-20.21","5.80","148","5.96","5.24","4.45","115","4.53","132","1137"
"Archie Bradley","Diamondbacks","35.2","-6.30","5.80","143","4.92","4.96","5.15","132","5.28","127","12918"
"Allen Webster","Diamondbacks","31.0","-9.83","5.81","143","8.48","8.36","6.02","155","5.93","214","3993"
"Bruce Rondon","Tigers","31.0","-4.92","5.81","143","4.89","4.10","4.22","105","3.92","101","5766"
"Chad Billingsley","Phillies","37.0","-8.13","5.84","149","5.70","4.81","4.77","123","5.04","121","5842"
"Erik Cordier","Marlins","12.1","-1.62","5.84","149","4.69","4.76","5.62","144","5.11","126","4086"
"Kyle Lohse","Brewers","152.1","-25.82","5.85","144","6.02","5.12","4.48","115","4.43","126","739"
"Eric Stults","Braves","47.2","-6.81","5.85","152","5.81","5.38","4.57","118","4.59","142","8011"
"Jeremy Affeldt","Giants","35.1","-7.14","5.86","162","5.28","5.51","4.52","116","4.14","151","583"
"Brandon McCarthy","Dodgers","23.0","-5.75","5.87","157","6.36","6.22","2.67","69","2.61","161","4662"
"Colton Murray","Phillies","7.2","-2.10","5.87","150","4.89","4.96","3.11","80","2.91","125","12264"
"Logan Kensing","Mariners","15.1","-1.42","5.87","152","4.41","4.50","4.54","112","4.19","115","6166"
"Dillon Gee","Mets","39.2","-13.81","5.90","160","4.43","4.42","4.34","112","4.41","114","7396"
"Eddie Butler","Rockies","79.1","-17.26","5.90","128","7.73","5.89","5.18","133","5.38","140","13453"
"Andrew McKirahan","Braves","27.1","-7.13","5.93","154","5.01","3.79","3.92","101","3.77","100","12870"
"Kyle Lobstein","Tigers","63.2","-10.71","5.94","146","5.03","4.64","4.65","115","4.88","114","9178"
"Jeremy Guthrie","Royals","148.1","-24.98","5.95","147","6.78","5.62","5.11","127","5.02","141","2072"
"Andre Rienzo","Marlins","19.2","-7.16","5.95","152","5.27","5.07","5.25","135","5.03","134","3507"
"Tom Gorzelanny","Tigers","39.1","-7.53","5.95","146","4.86","4.53","4.97","123","4.48","112","6244"
"Nate Adcock","Reds","18.0","-5.04","6.00","150","6.54","6.02","5.25","135","5.08","150","3282"
"Chris Beck","White Sox","6.0","-1.84","6.00","147","4.21","4.13","6.10","151","6.07","99","13418"
"Colt Hynes","Blue Jays","3.0","-1.53","6.00","147","5.69","2.47","2.96","73","3.41","60","7560"
"Mike Wright","Orioles","44.2","-8.01","6.04","147","6.41","6.13","5.70","141","5.28","147","12586"
"Evan Marshall","Diamondbacks","13.1","-0.54","6.08","149","7.59","6.13","4.43","114","4.35","157","12297"
"Sean O'Sullivan","Phillies","71.0","-14.62","6.08","155","6.34","6.18","5.37","138","5.18","155","9137"
"David Hale","Rockies","78.1","-10.12","6.09","133","5.98","4.74","4.02","104","4.04","113","9756"
"Simon Castro","Rockies","10.1","2.15","6.10","133","5.07","3.13","4.13","106","4.00","75","9243"
"Miguel Castro","- - -","17.2","-6.96","6.11","141","6.82","5.74","4.72","118","4.22","139","15684"
"Jeff Francis","Blue Jays","22.0","-6.92","6.14","150","6.02","4.36","3.86","96","3.72","106","4684"
"Ryan O'Rourke","Twins","22.0","0.77","6.14","151","4.14","4.77","4.74","117","4.32","118","10976"
"Rafael Betancourt","Rockies","39.1","-4.28","6.18","135","4.82","3.34","4.34","112","3.73","80","177"
"Randy Wolf","Tigers","34.2","-10.08","6.23","153","5.89","4.78","4.35","108","4.51","118","976"
"Miguel Almonte","Royals","8.2","-1.81","6.23","154","8.20","9.60","5.30","131","4.58","241","14139"
"Daniel Burawa","- - -","13.0","-3.37","6.23","158","5.13","4.83","3.96","102","3.63","125","11397"
"Grant Balfour","Rays","4.1","-3.14","6.23","161","11.29","9.60","9.32","231","8.81","243","718"
"Jay Jackson","Padres","4.1","-0.64","6.23","168","3.13","1.98","3.34","86","3.25","52","7432"
"Esmil Rogers","Yankees","33.0","-12.61","6.27","154","5.50","4.68","4.23","105","3.87","112","6317"
"Daniel Webb","White Sox","30.0","-13.61","6.30","154","5.74","5.27","5.39","134","5.18","126","10558"
"Kyle Kendrick","Rockies","142.1","-18.87","6.32","138","7.92","6.12","5.09","131","5.05","146","6230"
"Rafael Soriano","Cubs","5.2","-2.53","6.35","162","10.27","6.84","4.07","105","4.04","175","1100"
"Jeff Ferrell","Tigers","11.1","-3.20","6.35","156","6.86","6.58","5.22","129","4.88","162","11506"
"Nicholas Goody","Yankees","5.2","-0.13","6.35","156","4.86","4.19","5.76","143","5.21","100","13685"
"Mike Morin","Angels","35.1","-6.10","6.37","167","2.64","2.85","3.46","85","2.82","73","13442"
"Bryan Mitchell","Yankees","29.2","-9.35","6.37","156","5.99","4.75","4.04","100","3.97","114","11479"
"Neftali Feliz","- - -","48.0","-12.78","6.38","155","4.97","4.05","4.42","109","4.10","99","18"
"Bobby Parnell","Mets","24.0","-9.61","6.38","173","4.89","4.18","5.22","134","5.41","107","9926"
"Brandon Kintzler","Brewers","7.0","-4.46","6.43","159","6.80","5.13","3.70","95","3.82","127","9939"
"Henderson Alvarez","Marlins","22.1","-7.48","6.45","165","4.77","3.85","4.33","111","4.63","102","5669"
"Scott Copeland","Blue Jays","15.1","-3.39","6.46","158","6.75","3.59","3.80","94","4.40","87","10706"
"Jason Marquis","Reds","47.1","-14.85","6.46","162","6.01","5.27","4.08","105","4.21","131","105"
"Deolis Guerra","Pirates","16.2","-5.22","6.48","173","6.64","5.71","3.41","88","3.05","151","8410"
"Cody Hall","Giants","8.1","-2.14","6.48","179","5.19","4.81","4.49","116","4.05","132","12232"
"Caleb Cotham","Yankees","9.2","-4.37","6.52","160","7.40","6.55","2.85","70","2.68","157","10075"
"Keyvius Sampson","Reds","52.1","-17.64","6.54","163","5.15","4.76","4.97","128","4.91","118","10039"
"Kevin Correia","Phillies","23.1","-12.42","6.56","167","7.68","5.19","4.29","110","4.83","131","1767"
"Aaron Brooks","- - -","55.1","-12.36","6.67","170","5.23","4.85","4.47","111","4.39","122","12272"
"Bud Norris","- - -","83.0","-25.80","6.72","166","5.65","5.04","4.29","107","4.17","122","9492"
"Matt Harrison","Rangers","16.0","-1.48","6.75","158","7.11","6.07","5.66","140","5.98","146","5551"
"Junior Guerra","White Sox","4.0","-1.22","6.75","165","6.29","5.63","3.49","86","3.28","135","5702"
"Ricky Nolasco","Twins","37.1","-12.26","6.75","167","4.65","3.51","4.01","99","4.10","87","3830"
"Phil Klein","Rangers","17.1","-4.18","6.75","158","7.01","6.48","5.44","135","5.18","156","12675"
"A.J. Achter","Twins","13.1","-5.50","6.75","167","6.79","6.28","4.60","114","3.98","156","11387"
"Josh Ravin","Dodgers","9.1","-5.67","6.75","180","6.33","6.35","3.75","97","3.20","164","2951"
"Dan Otero","Athletics","46.2","-13.43","6.75","173","5.08","4.40","3.93","97","3.72","111","7385"
"Juan Jaime","Braves","1.1","-0.63","6.75","175","9.67","10.63","11.74","301","14.39","280","6127"
"Samuel Deduno","Astros","21.0","-5.63","6.86","170","6.25","5.09","4.49","111","4.22","124","5285"
"Scott Atchison","Indians","19.2","-6.85","6.86","172","7.46","6.64","4.48","111","4.16","165","2642"
"Shane Greene","Tigers","83.2","-25.46","6.88","169","5.91","5.14","4.76","118","4.82","127","10756"
"Hector Noesi","White Sox","32.2","-9.31","6.89","169","5.94","6.23","5.61","139","5.25","150","3292"
"Josh Smith","Reds","32.2","-10.76","6.89","172","6.94","5.68","5.31","137","5.00","141","10946"
"Dustin McGowan","Phillies","23.1","-10.54","6.94","177","8.61","7.81","5.61","144","5.42","196","8600"
"Jonathan Aro","Red Sox","10.1","-3.19","6.97","165","6.58","5.26","5.60","139","5.04","133","14699"
"Tim Stauffer","- - -","20.2","-10.59","6.97","177","6.97","7.01","4.73","118","4.34","175","6432"
"Adam Loewen","Phillies","19.1","-4.98","6.98","178","8.23","5.98","5.11","131","4.88","151","2134"
"David Buchanan","Phillies","74.2","-24.22","6.99","178","6.18","5.33","4.74","122","4.91","134","11176"
"Ryan Kelly","Braves","16.2","-9.37","7.02","182","6.02","6.91","5.14","132","4.65","182","4858"
"Asher Wojciechowski","Astros","16.1","-6.06","7.16","178","5.25","4.05","4.90","121","4.56","99","10836"
"Tyler Wagner","Brewers","13.2","-4.64","7.24","179","5.02","4.89","5.77","148","5.87","121","13796"
"Kenneth Roberts","- - -","13.2","-2.60","7.24","170","4.13","3.13","4.75","122","4.41","76","10938"
"Ross Detwiler","- - -","58.1","-26.55","7.25","175","6.95","6.12","5.58","140","5.28","151","2859"
"Dylan Axelrod","Reds","12.1","-6.46","7.30","183","7.66","8.40","5.65","145","4.75","209","9303"
"Todd Redmond","Blue Jays","16.0","-3.03","7.31","179","5.58","5.45","5.68","141","4.93","133","9943"
"Buck Farmer","Tigers","40.1","-14.36","7.36","181","6.23","6.65","5.44","135","5.07","164","14814"
"Sugar Marimon","Braves","25.2","-8.01","7.36","191","5.28","5.20","5.86","151","5.48","137","6027"
"David Carpenter","Braves","3.2","-1.95","7.36","191","5.62","7.50","3.22","83","2.31","198","9244"
"Brian Schlitter","Cubs","7.1","-4.74","7.36","188","6.17","6.41","3.87","100","3.33","164","3599"
"Collin Balester","Reds","15.2","-5.62","7.47","187","6.22","6.64","6.79","174","5.78","165","6883"
"Matt Boyd","- - -","57.1","-19.57","7.53","185","6.24","6.59","5.20","129","4.83","162","15440"
"David Rollins","Mariners","25.0","-10.05","7.56","196","5.28","4.21","4.19","104","3.88","107","11928"
"David Holmberg","Reds","28.1","-11.23","7.62","191","8.96","8.57","6.12","157","5.89","213","7725"
"Anthony Ranaudo","Rangers","15.1","-7.60","7.63","179","6.13","5.16","5.77","143","5.24","124","11424"
"Drew Rucinski","Angels","7.0","-2.96","7.71","203","6.99","6.85","6.68","166","6.29","176","12499"
"Brandon Beachy","Dodgers","8.0","-3.53","7.88","210","7.02","5.76","6.16","158","6.32","149","8851"
"Ronald Belisario","Rays","8.0","-3.29","7.88","203","3.11","3.13","3.50","87","2.96","79","2203"
"Michael Feliz","Astros","8.0","-2.50","7.88","195","8.15","6.51","4.73","117","4.30","159","11903"
"Severino Gonzalez","Phillies","30.2","-12.37","7.92","202","5.39","4.50","4.26","110","3.93","114","14697"
"Cody Martin","- - -","30.2","-12.38","7.92","204","7.24","6.13","4.57","116","4.12","159","12182"
"Casey Kelly","Padres","11.1","-7.74","7.94","214","5.83","4.10","4.39","113","4.50","107","9174"
"Chris Capuano","Yankees","40.2","-18.23","7.97","196","5.77","5.03","4.67","116","4.38","120","1701"
"Kirby Yates","Rays","20.1","-10.53","7.97","206","8.35","8.64","4.64","115","3.75","219","9073"
"Keith Hessler","Diamondbacks","12.1","-7.19","8.03","197","6.21","6.38","4.31","111","3.64","163","12220"
"Toru Murata","Indians","3.1","-2.44","8.10","203","6.98","10.63","6.38","158","5.38","264","11652"
"Eric O'Flaherty","- - -","30.0","-12.15","8.10","213","5.01","4.60","4.82","121","4.44","117","5746"
"Joe Wieland","Dodgers","8.2","-3.21","8.31","222","8.30","6.94","5.64","145","6.03","180","6109"
"Brian Johnson","Red Sox","4.1","-1.22","8.31","197","8.35","4.52","5.54","137","6.69","114","14272"
"Andrew Bailey","Yankees","8.2","-2.60","8.31","204","6.08","6.48","5.69","141","5.14","155","1368"
"Dominic Leone","- - -","15.0","-7.88","8.40","213","6.00","5.67","5.71","143","5.26","145","13763"
"Jacob Brigham","Braves","16.2","-10.46","8.64","224","6.81","4.09","4.47","115","4.47","108","2851"
"Ichiro Suzuki","Marlins","1.0","-0.50","9.00","230","3.49","3.13","7.56","194","7.50","83","1101"
"Josh Wilson","Tigers","1.0","-0.50","9.00","221","15.32","16.13","6.09","151","5.80","399","2102"
"David Huff","Dodgers","6.0","-3.02","9.00","240","7.43","7.13","4.28","110","4.05","185","4257"
"Jeff Francoeur","Phillies","2.0","-0.95","9.00","229","16.89","14.63","11.09","284","9.13","367","4792"
"Jake Elmore","Rays","1.0","-0.56","9.00","232","11.68","16.13","7.56","188","6.32","410","7290"
"Adam Rosales","Rangers","2.0","-1.93","9.00","211","16.42","16.63","7.32","182","6.25","402","9682"
"Nefi Ogando","Phillies","4.0","-2.98","9.00","229","3.74","3.63","5.85","150","5.24","92","12253"
"Leonel Campos","Padres","1.0","-0.50","9.00","242","5.60","4.13","5.61","144","5.64","108","12277"
"Spencer Patton","Rangers","24.0","-10.49","9.00","211","6.70","5.51","4.34","107","3.57","133","12361"
"Alec Asher","Phillies","29.0","-15.77","9.31","237","6.59","6.75","5.66","145","5.34","170","13560"
"Jason Gurka","Rockies","7.2","-5.78","9.39","204","5.23","3.79","4.02","103","3.66","90","8007"
"Scott McGough","Marlins","6.2","-5.34","9.45","242","4.38","3.73","4.62","119","4.29","99","12056"
"Dallas Beeler","Cubs","8.1","-6.75","9.72","248","3.22","3.97","5.21","134","5.19","102","11471"
"R.J. Alvarez","Athletics","20.0","-15.08","9.90","253","6.95","7.33","5.29","131","4.39","185","13401"
"Rob Rasmussen","- - -","15.1","-10.90","9.98","258","5.20","4.18","4.31","107","3.94","106","11250"
"Kevin Gregg","Reds","10.2","-6.41","10.13","253","6.34","5.57","3.58","92","3.22","139","1793"
"Steve Johnson","Orioles","5.1","-7.72","10.13","246","8.82","9.70","7.59","188","6.55","232","4053"
"Barry Zito","Athletics","7.0","-5.26","10.29","263","12.06","12.56","7.66","190","7.33","317","944"
"Chin-hui Tsao","Dodgers","7.0","-5.41","10.29","275","8.31","7.99","4.53","117","4.02","207","1776"
"Eric Surkamp","Dodgers","3.1","-2.78","10.80","288","16.12","11.23","4.32","111","3.00","290","2540"
"Donn Roach","Cubs","3.1","-1.88","10.80","276","3.91","3.43","4.32","111","3.74","88","10620"
"Daniel Winkler","Braves","1.2","-1.35","10.80","280","16.52","18.13","5.19","133","3.97","477","12237"
"Preston Guilmet","- - -","7.1","-5.49","11.05","277","7.37","6.68","4.74","119","4.53","167","7303"
"Rob Wooten","Brewers","6.0","-1.61","12.00","296","8.79","6.80","5.86","151","5.62","168","8532"
"Christopher Rearick","Padres","3.0","-3.58","12.00","323","11.44","11.13","3.94","102","3.79","288","11050"
"Dario Alvarez","Mets","3.2","-2.71","12.27","333","10.35","11.59","8.12","208","5.99","297","14239"
"Matt Stites","Diamondbacks","8.2","-6.55","12.46","306","6.15","4.98","5.35","138","5.04","128","12165"
"Bruce Chen","Indians","6.1","-5.87","12.79","320","9.34","8.50","4.44","110","4.58","211","769"
"Jose Ramirez","- - -","7.2","-13.74","12.91","327","5.34","6.92","9.80","244","6.93","172","10171"
"T.J. House","Indians","13.0","-11.86","13.15","329","8.19","6.29","5.86","145","5.80","156","9121"
"Jorge Rondon","- - -","14.1","-16.89","13.19","304","8.36","6.48","5.62","140","5.27","155","5791"
"Phillippe Aumont","Phillies","4.0","-3.98","13.50","344","15.35","13.38","7.99","205","8.92","336","5362"
"Jesus Sucre","Mariners","2.0","-1.98","13.50","350","12.38","9.63","6.09","151","6.05","246","5942"
"Zach Lee","Dodgers","4.2","-4.23","13.50","361","6.47","5.28","3.44","89","3.68","137","11468"
"Marco Gonzales","Cardinals","2.2","-3.26","13.50","352","10.51","8.38","5.72","147","5.66","218","15467"
"Jeff Beliveau","Rays","2.2","-3.78","13.50","349","9.32","7.63","5.53","137","5.00","193","8504"
"Donnie Veal","Braves","4.1","-4.99","14.54","377","12.26","12.83","6.55","168","4.99","338","4741"
"Kyuji Fujikawa","Rangers","1.2","-0.67","16.20","380","11.01","11.53","8.16","203","6.95","279","14443"
"Alex Meyer","Twins","2.2","-3.45","16.88","416","11.59","14.01","8.13","202","6.57","348","12833"
"Jonny Gomes","Braves","1.0","-1.55","18.00","467","11.11","14.13","7.04","181","6.61","372","1845"
"Nick Greenwood","Cardinals","0.0","-2.00","18.00","469","150.31","16.13","4.61","119"," ","418","8182"
"Nick Franklin","Rays","1.0","-1.56","18.00","465","13.57","19.13","12.04","299","7.68","486","10166"
"Guido Knudson","Tigers","5.0","-9.87","18.00","443","13.22","15.53","5.49","136","4.21","385","12669"
"Ryan Cook","- - -","8.2","-13.85","18.69","454","8.60","10.17","6.39","158","5.40","258","8855"
"Cory Mazzoni","Padres","8.2","-18.31","20.77","560","7.57","6.02","4.04","104","4.01","156","12537"
"Seth Rosin","Phillies","2.0","-3.99","22.50","574","14.40","12.63","7.61","195","5.58","317","10606"
"Chad Smith","Athletics","1.1","-5.48","33.75","864","12.09","9.13","11.35","282","6.89","231","13604"
"John Cornely","Braves","1.0","-3.55","36.00","934","13.60","17.13","8.56","220","6.10","451","12364"
"Akeel Morris","Mets","0.2","-4.72","67.50","1831","21.88","36.13","21.06","539","12.59","924","12185"
